axis_id,axis_description,side,side_name,concept_label,opposite_label,pair_id,pair_split,template_id,template_split,split,icd_code,icd_description,ccs_string,prompt
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,3,train,train,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye' with ICD code E11.3519. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,4,train,train,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E11.3519 means Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,5,train,train,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E11.3519; description=Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,6,train,train,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"EHR problem list item: Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,7,train,train,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"For ICD concept E11.3519, 'Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,8,test,calibration,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,9,test,calibration,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0058_c1b901afa4,train,10,test,calibration,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Diabetes mellitus with complications,"Given the ICD description Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye and code E11.3519, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,1,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Clinical coding note: ICD E10.3211 is described as Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,2,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Medical ontology entry: Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye (E10.3211). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,3,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye' with ICD code E10.3211. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,4,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E10.3211 means Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,5,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E10.3211; description=Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,6,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"EHR problem list item: Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,7,train,train,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"For ICD concept E10.3211, 'Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,8,test,calibration,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,9,test,calibration,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0059_3d85c4d63c,train,10,test,calibration,E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Given the ICD description Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye and code E10.3211, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,1,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Clinical coding note: ICD E11.3212 is described as Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,2,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Medical ontology entry: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye (E11.3212). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,3,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye' with ICD code E11.3212. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,4,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E11.3212 means Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,5,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E11.3212; description=Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,6,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"EHR problem list item: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,7,train,train,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"For ICD concept E11.3212, 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,8,test,calibration,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,9,test,calibration,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0059_3d85c4d63c,train,10,test,calibration,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Given the ICD description Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye and code E11.3212, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,1,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Clinical coding note: ICD E10.3599 is described as Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,2,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Medical ontology entry: Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye (E10.3599). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,3,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye' with ICD code E10.3599. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,4,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E10.3599 means Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,5,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E10.3599; description=Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,6,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"EHR problem list item: Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,7,train,train,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"For ICD concept E10.3599, 'Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,8,test,calibration,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,9,test,calibration,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0060_745caaf924,train,10,test,calibration,E10.3599,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Given the ICD description Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye and code E10.3599, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,1,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Clinical coding note: ICD E11.3211 is described as Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,2,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Medical ontology entry: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye (E11.3211). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,3,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye' with ICD code E11.3211. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,4,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E11.3211 means Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,5,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E11.3211; description=Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,6,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"EHR problem list item: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,7,train,train,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"For ICD concept E11.3211, 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,8,test,calibration,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,9,test,calibration,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0060_745caaf924,train,10,test,calibration,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",Diabetes mellitus with complications,"Given the ICD description Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye and code E11.3211, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,1,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Clinical coding note: ICD E10.3412 is described as Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,2,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Medical ontology entry: Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye (E10.3412). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,3,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye' with ICD code E10.3412. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,4,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E10.3412 means Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,5,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Coding audit: diagnosis=E10.3412; description=Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye. Assign the medical concept label:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,6,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"EHR problem list item: Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye. The high-level concept represented by this item is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,7,train,train,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"For ICD concept E10.3412, 'Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,8,test,calibration,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"The diagnosis text is 'Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,9,test,calibration,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye. Output concept:"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0061_c3ead14d07,train,10,test,calibration,E10.3412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Diabetes mellitus with complications,"Given the ICD description Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye and code E10.3412, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0061_c3ead14d07,train,1,train,train,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Clinical coding note: ICD E11.3599 is described as Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. The contrastive medical concept is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0061_c3ead14d07,train,2,train,train,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"Medical ontology entry: Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye (E11.3599). The best concept label is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0061_c3ead14d07,train,3,train,train,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"A clinician reviews the diagnosis 'Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye' with ICD code E11.3599. This diagnosis belongs to the concept"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0061_c3ead14d07,train,4,train,train,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Diabetes mellitus with complications,"In a diagnostic terminology table, E11.3599 means Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye. The relevant concept category is"
