axis_id,pair_id,template_id,split,side,projection,predicted_side,correct,prompt
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,2,train,positive,1.5122132301330566,positive,1,Medical ontology entry: Tuberculoid leprosy (030.1). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,3,train,positive,-7.2773566246032715,negative,0,A clinician reviews the diagnosis 'Tuberculoid leprosy' with ICD code 030.1. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,4,train,positive,2.769502639770508,positive,1,"In a diagnostic terminology table, 030.1 means Tuberculoid leprosy. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,5,train,positive,2.8013055324554443,positive,1,Coding audit: diagnosis=030.1; description=Tuberculoid leprosy. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,6,train,positive,3.7379746437072754,positive,1,EHR problem list item: Tuberculoid leprosy. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,7,train,positive,-1.9273619651794434,negative,0,"For ICD concept 030.1, 'Tuberculoid leprosy', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,1,train,negative,-24.787179946899414,negative,1,Clinical coding note: ICD 078.0 is described as Molluscum contagiosum. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,2,train,negative,-13.441169738769531,negative,1,Medical ontology entry: Molluscum contagiosum (078.0). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,3,train,negative,-11.140510559082031,negative,1,A clinician reviews the diagnosis 'Molluscum contagiosum' with ICD code 078.0. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,4,train,negative,-17.75335693359375,negative,1,"In a diagnostic terminology table, 078.0 means Molluscum contagiosum. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,5,train,negative,-24.990062713623047,negative,1,Coding audit: diagnosis=078.0; description=Molluscum contagiosum. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,6,train,negative,-20.940900802612305,negative,1,EHR problem list item: Molluscum contagiosum. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0028_921e71f6dc,7,train,negative,-6.697056770324707,negative,1,"For ICD concept 078.0, 'Molluscum contagiosum', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,1,train,positive,1.2854132652282715,positive,1,Clinical coding note: ICD 030.0 is described as Lepromatous leprosy. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,2,train,positive,2.657392978668213,positive,1,Medical ontology entry: Lepromatous leprosy (030.0). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,3,train,positive,-5.78161096572876,negative,0,A clinician reviews the diagnosis 'Lepromatous leprosy' with ICD code 030.0. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,4,train,positive,9.73491096496582,positive,1,"In a diagnostic terminology table, 030.0 means Lepromatous leprosy. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,5,train,positive,5.907934188842773,positive,1,Coding audit: diagnosis=030.0; description=Lepromatous leprosy. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,6,train,positive,5.10707950592041,positive,1,EHR problem list item: Lepromatous leprosy. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,7,train,positive,-2.0408687591552734,negative,0,"For ICD concept 030.0, 'Lepromatous leprosy', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,1,train,negative,-16.508010864257812,negative,1,Clinical coding note: ICD 060.0 is described as Sylvatic yellow fever. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,2,train,negative,-11.062234878540039,negative,1,Medical ontology entry: Sylvatic yellow fever (060.0). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,3,train,negative,-9.602889060974121,negative,1,A clinician reviews the diagnosis 'Sylvatic yellow fever' with ICD code 060.0. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,4,train,negative,-12.933610916137695,negative,1,"In a diagnostic terminology table, 060.0 means Sylvatic yellow fever. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,5,train,negative,-14.754016876220703,negative,1,Coding audit: diagnosis=060.0; description=Sylvatic yellow fever. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,6,train,negative,-10.799751281738281,negative,1,EHR problem list item: Sylvatic yellow fever. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0029_4c781099ef,7,train,negative,-5.460602283477783,negative,1,"For ICD concept 060.0, 'Sylvatic yellow fever', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,1,train,positive,11.99801254272461,positive,1,Clinical coding note: ICD 023.0 is described as Brucella melitensis. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,2,train,positive,19.55930519104004,positive,1,Medical ontology entry: Brucella melitensis (023.0). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,3,train,positive,-3.986290693283081,negative,0,A clinician reviews the diagnosis 'Brucella melitensis' with ICD code 023.0. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,4,train,positive,23.038394927978516,positive,1,"In a diagnostic terminology table, 023.0 means Brucella melitensis. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,5,train,positive,19.35714340209961,positive,1,Coding audit: diagnosis=023.0; description=Brucella melitensis. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,6,train,positive,24.816226959228516,positive,1,EHR problem list item: Brucella melitensis. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,7,train,positive,-0.10540854930877686,positive,1,"For ICD concept 023.0, 'Brucella melitensis', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,1,train,negative,-18.682903289794922,negative,1,Clinical coding note: ICD 057.9 is described as Viral exanthemata NOS. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,2,train,negative,-22.684894561767578,negative,1,Medical ontology entry: Viral exanthemata NOS (057.9). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,3,train,negative,-9.723570823669434,negative,1,A clinician reviews the diagnosis 'Viral exanthemata NOS' with ICD code 057.9. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,4,train,negative,-15.596384048461914,negative,1,"In a diagnostic terminology table, 057.9 means Viral exanthemata NOS. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,5,train,negative,-19.776268005371094,negative,1,Coding audit: diagnosis=057.9; description=Viral exanthemata NOS. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,6,train,negative,-21.121389389038086,negative,1,EHR problem list item: Viral exanthemata NOS. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0030_2cacb4e6e2,7,train,negative,-7.359921455383301,negative,1,"For ICD concept 057.9, 'Viral exanthemata NOS', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,1,train,positive,-5.0416107177734375,negative,0,Clinical coding note: ICD 392.9 is described as Rheumatic chorea NOS. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,2,train,positive,-2.3520116806030273,negative,0,Medical ontology entry: Rheumatic chorea NOS (392.9). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,3,train,positive,-7.1566548347473145,negative,0,A clinician reviews the diagnosis 'Rheumatic chorea NOS' with ICD code 392.9. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,4,train,positive,-1.4251760244369507,negative,0,"In a diagnostic terminology table, 392.9 means Rheumatic chorea NOS. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,5,train,positive,-2.5253496170043945,negative,0,Coding audit: diagnosis=392.9; description=Rheumatic chorea NOS. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,6,train,positive,-1.5741124153137207,negative,0,EHR problem list item: Rheumatic chorea NOS. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,7,train,positive,-3.008329391479492,negative,0,"For ICD concept 392.9, 'Rheumatic chorea NOS', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,1,train,negative,-14.875005722045898,negative,1,Clinical coding note: ICD 078.4 is described as Foot and mouth disease. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,2,train,negative,-9.626209259033203,negative,1,Medical ontology entry: Foot and mouth disease (078.4). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,3,train,negative,-9.175745964050293,negative,1,A clinician reviews the diagnosis 'Foot and mouth disease' with ICD code 078.4. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,4,train,negative,-8.987726211547852,negative,1,"In a diagnostic terminology table, 078.4 means Foot and mouth disease. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,5,train,negative,-10.689695358276367,negative,1,Coding audit: diagnosis=078.4; description=Foot and mouth disease. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,6,train,negative,-9.684126853942871,negative,1,EHR problem list item: Foot and mouth disease. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0031_0251630f53,7,train,negative,-4.37858772277832,negative,1,"For ICD concept 078.4, 'Foot and mouth disease', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,1,train,positive,0.7600802183151245,positive,1,Clinical coding note: ICD 030.2 is described as Indeterminate leprosy. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,2,train,positive,-0.7942950129508972,negative,0,Medical ontology entry: Indeterminate leprosy (030.2). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,3,train,positive,-6.996855735778809,negative,0,A clinician reviews the diagnosis 'Indeterminate leprosy' with ICD code 030.2. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,4,train,positive,-2.828521728515625,negative,0,"In a diagnostic terminology table, 030.2 means Indeterminate leprosy. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,5,train,positive,-3.778972864151001,negative,0,Coding audit: diagnosis=030.2; description=Indeterminate leprosy. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,6,train,positive,-1.2596138715744019,negative,0,EHR problem list item: Indeterminate leprosy. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,7,train,positive,-2.6268529891967773,negative,0,"For ICD concept 030.2, 'Indeterminate leprosy', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,1,train,negative,-14.638191223144531,negative,1,Clinical coding note: ICD 072.8 is described as Mumps complication NOS. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,2,train,negative,-6.563006401062012,negative,1,Medical ontology entry: Mumps complication NOS (072.8). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,3,train,negative,-8.06871223449707,negative,1,A clinician reviews the diagnosis 'Mumps complication NOS' with ICD code 072.8. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,4,train,negative,-8.65298080444336,negative,1,"In a diagnostic terminology table, 072.8 means Mumps complication NOS. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,5,train,negative,-10.268400192260742,negative,1,Coding audit: diagnosis=072.8; description=Mumps complication NOS. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,6,train,negative,-10.594059944152832,negative,1,EHR problem list item: Mumps complication NOS. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0032_6522e2fb25,7,train,negative,-2.708270311355591,negative,1,"For ICD concept 072.8, 'Mumps complication NOS', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,1,train,positive,13.639993667602539,positive,1,Clinical coding note: ICD 039.2 is described as Abdominal actinomycosis. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,2,train,positive,11.89896011352539,positive,1,Medical ontology entry: Abdominal actinomycosis (039.2). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,3,train,positive,-3.156205177307129,negative,0,A clinician reviews the diagnosis 'Abdominal actinomycosis' with ICD code 039.2. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,4,train,positive,21.539813995361328,positive,1,"In a diagnostic terminology table, 039.2 means Abdominal actinomycosis. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,5,train,positive,22.598487854003906,positive,1,Coding audit: diagnosis=039.2; description=Abdominal actinomycosis. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,6,train,positive,14.874617576599121,positive,1,EHR problem list item: Abdominal actinomycosis. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,7,train,positive,-0.2892293930053711,positive,1,"For ICD concept 039.2, 'Abdominal actinomycosis', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,1,train,negative,-8.390402793884277,negative,1,Clinical coding note: ICD 065.1 is described as Omsk hemorrhagic fever. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,2,train,negative,-10.234977722167969,negative,1,Medical ontology entry: Omsk hemorrhagic fever (065.1). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,3,train,negative,-9.030086517333984,negative,1,A clinician reviews the diagnosis 'Omsk hemorrhagic fever' with ICD code 065.1. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,4,train,negative,-7.920376777648926,negative,1,"In a diagnostic terminology table, 065.1 means Omsk hemorrhagic fever. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,5,train,negative,-6.593630313873291,negative,1,Coding audit: diagnosis=065.1; description=Omsk hemorrhagic fever. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,6,train,negative,-6.381938934326172,negative,1,EHR problem list item: Omsk hemorrhagic fever. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0033_58a34b90ef,7,train,negative,-5.206715106964111,negative,1,"For ICD concept 065.1, 'Omsk hemorrhagic fever', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,1,train,positive,1.0245118141174316,positive,1,Clinical coding note: ICD 030.8 is described as Other specified leprosy. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,2,train,positive,3.0385115146636963,positive,1,Medical ontology entry: Other specified leprosy (030.8). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,3,train,positive,-5.781661033630371,negative,0,A clinician reviews the diagnosis 'Other specified leprosy' with ICD code 030.8. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,4,train,positive,2.435368061065674,positive,1,"In a diagnostic terminology table, 030.8 means Other specified leprosy. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,5,train,positive,0.22258123755455017,positive,1,Coding audit: diagnosis=030.8; description=Other specified leprosy. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,6,train,positive,5.064481258392334,positive,1,EHR problem list item: Other specified leprosy. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,7,train,positive,-1.35011625289917,negative,0,"For ICD concept 030.8, 'Other specified leprosy', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,1,train,negative,-15.696962356567383,negative,1,Clinical coding note: ICD 059.9 is described as Poxvirus infection NOS. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,2,train,negative,-9.630937576293945,negative,1,Medical ontology entry: Poxvirus infection NOS (059.9). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,3,train,negative,-8.52189826965332,negative,1,A clinician reviews the diagnosis 'Poxvirus infection NOS' with ICD code 059.9. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,4,train,negative,-6.846893310546875,negative,1,"In a diagnostic terminology table, 059.9 means Poxvirus infection NOS. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,5,train,negative,-12.454607963562012,negative,1,Coding audit: diagnosis=059.9; description=Poxvirus infection NOS. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,6,train,negative,-12.99316692352295,negative,1,EHR problem list item: Poxvirus infection NOS. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0034_2b10d2ba3f,7,train,negative,-3.7261040210723877,negative,1,"For ICD concept 059.9, 'Poxvirus infection NOS', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,1,train,positive,10.543355941772461,positive,1,Clinical coding note: ICD 027.1 is described as Erysipelothrix infection. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,2,train,positive,8.381754875183105,positive,1,Medical ontology entry: Erysipelothrix infection (027.1). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,3,train,positive,-6.0292463302612305,negative,0,A clinician reviews the diagnosis 'Erysipelothrix infection' with ICD code 027.1. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,4,train,positive,16.016063690185547,positive,1,"In a diagnostic terminology table, 027.1 means Erysipelothrix infection. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,5,train,positive,15.312331199645996,positive,1,Coding audit: diagnosis=027.1; description=Erysipelothrix infection. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,6,train,positive,21.251022338867188,positive,1,EHR problem list item: Erysipelothrix infection. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,7,train,positive,-1.3543221950531006,negative,0,"For ICD concept 027.1, 'Erysipelothrix infection', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,1,train,negative,-16.20870590209961,negative,1,Clinical coding note: ICD 052.2 is described as Postvaricella myelitis. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,2,train,negative,-12.633598327636719,negative,1,Medical ontology entry: Postvaricella myelitis (052.2). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,3,train,negative,-9.946233749389648,negative,1,A clinician reviews the diagnosis 'Postvaricella myelitis' with ICD code 052.2. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,4,train,negative,-7.531054973602295,negative,1,"In a diagnostic terminology table, 052.2 means Postvaricella myelitis. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,5,train,negative,-14.175867080688477,negative,1,Coding audit: diagnosis=052.2; description=Postvaricella myelitis. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,6,train,negative,-16.005943298339844,negative,1,EHR problem list item: Postvaricella myelitis. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0035_e297b2f4b6,7,train,negative,-4.585887908935547,negative,1,"For ICD concept 052.2, 'Postvaricella myelitis', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,8,test,positive,-1.3245861530303955,negative,0,"The diagnosis text is 'Other specified tularemia'. In this experiment, its medical concept side is"
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,9,test,positive,9.37119197845459,positive,1,Medical concept extraction task. Input diagnosis: Other specified tularemia. Output concept:
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,10,test,positive,-3.102850914001465,negative,0,"Given the ICD description Other specified tularemia and code 021.8, classify the concept as"
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,8,test,negative,-4.556873321533203,negative,1,"The diagnosis text is 'Cytomegaloviral disease'. In this experiment, its medical concept side is"
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,9,test,negative,-12.253898620605469,negative,1,Medical concept extraction task. Input diagnosis: Cytomegaloviral disease. Output concept:
infectious_etiology_ccs,infectious_etiology_ccs_0036_f40e51068d,10,test,negative,-4.588869571685791,negative,1,"Given the ICD description Cytomegaloviral disease and code 078.5, classify the concept as"
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,8,test,positive,-2.6085305213928223,negative,0,"The diagnosis text is 'Other specified types of plague'. In this experiment, its medical concept side is"
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,9,test,positive,11.596902847290039,positive,1,Medical concept extraction task. Input diagnosis: Other specified types of plague. Output concept:
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,10,test,positive,-4.161380290985107,negative,0,"Given the ICD description Other specified types of plague and code 020.8, classify the concept as"
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,8,test,negative,-4.183594703674316,negative,1,"The diagnosis text is 'Kyasanur Forest disease'. In this experiment, its medical concept side is"
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,9,test,negative,-11.835824966430664,negative,1,Medical concept extraction task. Input diagnosis: Kyasanur Forest disease. Output concept:
infectious_etiology_ccs,infectious_etiology_ccs_0037_8559ce20cb,10,test,negative,-3.4891550540924072,negative,1,"Given the ICD description Kyasanur Forest disease and code 065.2, classify the concept as"
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,1,train,positive,17.61507225036621,positive,1,Clinical coding note: ICD 031.2 is described as Disseminated mycobacterial Disease. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,2,train,positive,10.943126678466797,positive,1,Medical ontology entry: Disseminated mycobacterial Disease (031.2). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,3,train,positive,-3.1483993530273438,negative,0,A clinician reviews the diagnosis 'Disseminated mycobacterial Disease' with ICD code 031.2. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,4,train,positive,18.188209533691406,positive,1,"In a diagnostic terminology table, 031.2 means Disseminated mycobacterial Disease. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,5,train,positive,19.774959564208984,positive,1,Coding audit: diagnosis=031.2; description=Disseminated mycobacterial Disease. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,6,train,positive,20.109169006347656,positive,1,EHR problem list item: Disseminated mycobacterial Disease. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,7,train,positive,0.28876709938049316,positive,1,"For ICD concept 031.2, 'Disseminated mycobacterial Disease', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,1,train,negative,-24.320186614990234,negative,1,Clinical coding note: ICD 052.9 is described as Varicella uncomplicated. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,2,train,negative,-18.380203247070312,negative,1,Medical ontology entry: Varicella uncomplicated (052.9). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,3,train,negative,-11.347864151000977,negative,1,A clinician reviews the diagnosis 'Varicella uncomplicated' with ICD code 052.9. This diagnosis belongs to the concept
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,4,train,negative,-21.549375534057617,negative,1,"In a diagnostic terminology table, 052.9 means Varicella uncomplicated. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,5,train,negative,-21.702186584472656,negative,1,Coding audit: diagnosis=052.9; description=Varicella uncomplicated. Assign the medical concept label:
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,6,train,negative,-17.638858795166016,negative,1,EHR problem list item: Varicella uncomplicated. The high-level concept represented by this item is
infectious_etiology_ccs,infectious_etiology_ccs_0038_1578304741,7,train,negative,-6.195682525634766,negative,1,"For ICD concept 052.9, 'Varicella uncomplicated', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,1,train,positive,9.695672035217285,positive,1,"Clinical coding note: ICD 036.9 is described as Meningococcal infection, unspecified. The contrastive medical concept is"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,2,train,positive,11.11939811706543,positive,1,"Medical ontology entry: Meningococcal infection, unspecified (036.9). The best concept label is"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,3,train,positive,-4.383791923522949,negative,0,"A clinician reviews the diagnosis 'Meningococcal infection, unspecified' with ICD code 036.9. This diagnosis belongs to the concept"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,4,train,positive,14.892230987548828,positive,1,"In a diagnostic terminology table, 036.9 means Meningococcal infection, unspecified. The relevant concept category is"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,5,train,positive,13.880379676818848,positive,1,"Coding audit: diagnosis=036.9; description=Meningococcal infection, unspecified. Assign the medical concept label:"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,6,train,positive,16.9974365234375,positive,1,"EHR problem list item: Meningococcal infection, unspecified. The high-level concept represented by this item is"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,7,train,positive,-0.4792511463165283,negative,0,"For ICD concept 036.9, 'Meningococcal infection, unspecified', the contrastive label should be"
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,1,train,negative,-8.192814826965332,negative,1,Clinical coding note: ICD 075 is described as Infectious mononucleosis. The contrastive medical concept is
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,2,train,negative,-7.846099853515625,negative,1,Medical ontology entry: Infectious mononucleosis (075). The best concept label is
infectious_etiology_ccs,infectious_etiology_ccs_0039_d4d89519f6,3,train,negative,-9.648064613342285,negative,1,A clinician reviews the diagnosis 'Infectious mononucleosis' with ICD code 075. This diagnosis belongs to the concept
